YEAR,Team,DATE,LOCATION,OPPONENT,RESULT,TEAMSCORE,OPPSCORE,RECORD,WAB,ADJO,ADJD,OPPP,OEFG%,OTO%,OOR%,OFTR,DPPP,DEFG%,DTO%,DOR%,DFTR
2018,Colorado,Sat 2-17,A,Washington,L,59,82,15-12,-3.7,96.6,111.6,85.8,43.3,26.2,34.3,13.3,119.3,54.8,11.6,31.3,22.2
2018,Colorado,Wed 2-21,H,USC,L,64,75,15-13,-4.4,120.3,118.6,111.8,50.9,22.7,41.9,20.8,131.1,64.2,10.5,29.6,20.8
2018,Colorado,Sun 2-25,H,UCLA,W,80,76,16-13,-4.1,115.2,98.1,112.2,53.4,14,21.1,43.1,106.6,52.3,15.4,26.8,18.5
2018,Colorado,Sat 3-03,A,Utah,L,54,64,16-14,-4.5,92.4,96.2,86.7,39.2,20.9,37.5,18.3,102.7,48.9,14.4,16.1,57.8
2018,Colorado,Wed 3-07,N,Arizona St.,W,97,85,17-14,-4,138,113.6,139.1,63.7,10,29.6,32.3,121.9,57.9,4.3,18.4,33.3
2018,Colorado,Thu 3-08,N,Arizona,L,67,83,17-15,-4.5,98.4,98.3,91.5,47.1,20.5,13.3,42.3,113.3,50,10.9,30.3,66.7
2019,Colorado,Tue 11-13,H,Drake,W,100,71,1-0,0.2,124.9,95.9,129.4,67.9,15.5,27.6,66.1,91.9,47.6,16.8,18.2,33.9
2019,Colorado,Fri 11-16,H,Nebraska Omaha,W,79,75,2-0,0.3,104,103.8,112.4,54.5,22.8,35.5,41.8,106.7,54.9,14.2,21.9,19.7
2019,Colorado,Tue 11-20,A,San Diego,L,64,70,2-1,-0.3,103.2,97.2,93.4,48.2,20.4,27.8,26.3,102.1,43.3,20.4,37.5,35
2019,Colorado,Sat 11-24,A,Air Force,W,93,56,3-1,-0.1,118.3,82.2,125,70.7,21.5,29.6,31,75.2,38,17.5,14.3,51.9
2019,Colorado,Wed 11-28,H,Portland,W,93,69,4-1,-0.1,103.6,101.5,115.2,54.7,14.9,32.4,46.9,85.5,47.6,21.1,10.8,20.6
2019,Colorado,Sat 12-01,H,Colorado St.,W,86,80,5-1,0,106.6,106.6,114.6,51.4,12,31.6,25.7,106.6,60.3,16,9.7,27.6
2019,Colorado,Tue 12-04,H,South Dakota,W,82,58,6-1,0.1,113.5,88.3,117.9,52.8,18.7,35.5,55.6,83.4,37.5,18.7,30.2,48.2
2019,Colorado,Sat 12-08,H,Illinois Chicago,W,84,72,7-1,0.2,107.7,97.6,108.1,49.2,20.6,36.8,55,92.6,62.3,30.9,15.4,18.9
2019,Colorado,Tue 12-11,A,New Mexico,W,78,75,8-1,0.4,98.7,99.5,101.4,46,16.9,31.8,51.6,97.5,48.6,11.7,17.8,20
2019,Colorado,Sat 12-22,N,Indiana St.,L,67,72,8-2,-0.5,90.7,103.4,92.9,52.9,26.3,23.3,36.5,99.8,51.6,20.8,30.6,14.3
2019,Colorado,Sun 12-23,A,Hawaii,L,62,70,8-3,-1.2,82.9,89.2,81.4,37.1,17.1,21.4,38.7,91.9,43.4,22.3,36.6,41
2019,Colorado,Tue 12-25,N,Charlotte,W,68,53,9-3,-1.2,98.7,92.5,105.3,51.9,23.2,34.5,30.2,82.1,41.1,23.2,21.4,44.4
2019,Colorado,Thu 1-03,A,Arizona,L,56,64,9-4,-1.7,87.8,96.4,84,41.5,25.5,31.3,26.4,96,47.4,16.5,23.5,20.7
2019,Colorado,Sat 1-05,A,Arizona St.,L,61,83,9-5,-2.2,93.1,112.4,87.5,37.1,21.5,29.3,37.9,119,63.4,22.9,44.8,33.9
2019,Colorado,Thu 1-10,H,Washington St.,W,92,60,10-5,-2.1,119,92.2,132.8,63.3,17.3,45.2,28.1,86.6,38.6,17.3,27,33.3
2019,Colorado,Sat 1-12,H,Washington,L,70,77,10-6,-2.8,108.9,114.4,102.3,50,17.5,26.5,42.6,112.5,64.3,23.4,23.1,42.9
2019,Colorado,Sun 1-20,A,Utah,L,69,78,10-7,-3.3,89,104.3,97.6,45.3,15.6,29.3,25,110.3,53.6,15.6,26.5,52.7
2019,Colorado,Thu 1-24,A,California,W,68,59,11-7,-3.1,105.6,90.4,106.5,57,20.4,20,30,92.4,43.5,6.3,11.1,33.3
2019,Colorado,Sat 1-26,A,Stanford,L,62,75,11-8,-3.7,101.3,102.3,88.7,43,15.7,29.7,20.3,107.3,62.2,22.9,14.3,32.7
2019,Colorado,Thu 1-31,H,Oregon St.,L,74,76,11-9,-4.5,106.4,103.3,107.1,55.8,15.9,22.6,50,110,54.5,14.5,24.2,44.6
2019,Colorado,Sat 2-02,H,Oregon,W,73,51,12-9,-4.1,116.6,68.9,103.7,46.2,19.9,27.3,52.8,72.4,34.5,15.6,18.2,31
2019,Colorado,Wed 2-06,A,UCLA,W,84,73,13-9,-3.7,124.9,100.5,122.3,66.3,20.4,24,30.8,106.3,50.7,17.5,36.1,11.9
2019,Colorado,Sat 2-09,A,USC,W,69,65,14-9,-3.2,110,95.5,106.9,52.8,18.6,25,28.3,100.7,46.5,9.3,20.5,33.3
2019,Colorado,Wed 2-13,H,Arizona St.,W,77,73,15-9,-2.9,115.2,104.1,112.1,53.5,17.5,33.3,36.8,106.2,50.8,16,28.2,37.3
2019,Colorado,Wed 2-20,A,Washington St.,L,74,76,16-10,-3.5,100.2,102.7,103.5,44.7,15.4,29.5,28.8,106.3,54.5,16.8,18.8,34.5
2019,Colorado,Sat 2-23,A,Washington,L,55,64,16-11,-3.9,97,100.7,88.1,45.3,30.4,48.3,20.8,102.5,49.1,17.6,34.2,24.6
2019,Colorado,Sun 2-17,H,Arizona,W,67,60,16-9,-2.7,121.3,101.2,114.2,61.6,25.6,33.3,37.2,102.3,51.9,17,29.4,18.5
2019,Colorado,Sat 3-02,H,Utah,W,71,63,17-11,-3.7,104.4,86.8,108.3,52.9,13.7,24.1,44.2,96.1,43.4,18.3,31.6,18
2019,Colorado,Thu 3-07,H,UCLA,W,93,68,18-11,-3.5,117.8,87.6,120.4,54.3,11.7,27.8,29,88.1,41.4,14.2,19.6,35.9
2019,Colorado,Sat 3-09,H,USC,W,78,67,19-11,-3.3,112.3,100.1,115.5,51.8,11.8,36.7,42.1,99.2,46.1,16.3,29.3,21.9
2019,Colorado,Wed 3-13,N,California,W,56,51,20-11,-3.1,85,79.9,87.6,52.2,36,37,26.1,79.8,42.6,17.2,6.3,31.9
2019,Colorado,Thu 3-14,N,Oregon St.,W,73,58,21-11,-2.8,115.3,83,113.9,49,15.6,35.5,52.9,90.5,36.8,14,22.2,45.3
2019,Colorado,Fri 3-15,N,Washington,L,61,66,21-12,-3.4,102.2,95,90.9,37.7,26.8,47.4,49.1,98.4,46.2,14.9,21.2,50.9
2019,Colorado,Tue 3-19,H,Dayton,W,78,73,22-12,-3.1,117.7,105.3,116.6,50.8,10.5,28.6,29.5,109.1,59.1,16.4,14.3,20
2019,Colorado,Mon 3-25,H,Norfolk St.,W,76,60,23-12,-3,106,91.1,107.8,55.6,18.4,23.3,38.9,85.1,39.1,15.6,28.6,32.8
2019,Colorado,Wed 3-27,A,Texas,L,55,68,23-13,-3.3,84.4,92.2,79.6,36.4,20.3,21.6,32.7,98.4,49.2,13,22.2,19.4
2020,Colorado,Fri 11-08,N,Arizona St.,W,81,71,1-0,0.4,105.7,82,97.3,50.8,21.6,28.6,38.5,85.3,44.6,19.2,14.3,27.7
2020,Colorado,Sat 11-16,H,San Diego,W,71,53,2-0,0.5,101.3,90.7,103.9,50.9,21.9,36.8,37.5,77.5,40.9,27.8,25.7,18.2
2020,Colorado,Mon 11-18,H,UC Irvine,W,69,53,3-0,0.7,101.6,79.7,102.2,46.7,10.4,22,27.9,78.5,46.2,32.6,28.1,7.5
2020,Colorado,Sun 11-24,N,Wyoming,W,56,41,4-0,0.8,83.2,70.3,84.3,42,19.6,36.1,35.7,61.7,38.3,28.6,6.7,14.9
2020,Colorado,Tue 11-26,N,Clemson,W,71,67,5-0,1.2,113.4,101.7,106.5,46.1,18,30.8,49,100.5,49,19.5,20,44.9
2020,Colorado,Sat 11-30,H,Sacramento St.,W,59,45,6-0,1.3,87.1,72.4,86.8,46.7,27.9,30,57.8,66.2,29.2,19.1,25.6,23.3
2020,Colorado,Wed 12-04,H,Loyola Marymount,W,76,64,7-0,1.3,100.2,96.9,106.5,48.1,25.2,41.7,62.3,89.7,54.8,28,27.3,32.7
2020,Colorado,Sat 12-07,A,Kansas,L,58,72,7-1,1.2,96.1,89.5,82.3,35.8,24.1,37,35,102.1,58.8,29.8,34.5,37.3
2020,Colorado,Tue 12-10,H,Northern Iowa,L,76,79,7-2,0.5,117.3,109.8,115,56.6,22.7,38.5,34,119.5,58.6,24.2,44.1,24.1
2020,Colorado,Fri 12-13,A,Colorado St.,W,56,48,8-2,0.9,84.7,63.6,82.3,46.7,30.8,30,44.4,70.5,30.6,17.6,23.9,22.6
2020,Colorado,Thu 12-19,H,Prairie View A&M,W,83,64,9-2,1,107.5,98,112,54.8,21.6,29.6,53.8,86.3,37.5,9.4,22.2,30.9
2020,Colorado,Sat 12-21,N,Dayton,W,78,76,10-2,1.8,117,91.2,108.1,44.9,13.9,41.5,30.9,105.3,55.5,19.4,24.2,10.9
2020,Colorado,Sun 12-29,H,Iona,W,99,54,11-2,1.8,113.5,78.3,127.7,70.8,19.3,30,35,69.6,35,19.3,7.3,25
2020,Colorado,Thu 1-02,H,Oregon,W,74,65,12-2,2.3,105.4,79.4,102.1,50,11,14.3,43.9,89.7,47.3,17.9,11.4,30.4
2020,Colorado,Sun 1-05,H,Oregon St.,L,68,76,12-3,1.5,108.6,105.2,104.5,53.8,23.1,29.6,24.5,116.8,56.9,13.8,24,41.2
2020,Colorado,Sun 1-12,H,Utah,W,91,52,13-3,1.7,140.4,83,142.9,64.8,14.1,50,18.8,81.6,40.7,20.4,26.3,22.2
2020,Colorado,Thu 1-16,A,Arizona St.,W,68,61,14-3,2.3,103.5,83.6,96.1,47.1,18.4,24.2,50,86.2,38.6,19.8,34.7,15.7
2020,Colorado,Sat 1-18,A,Arizona,L,54,75,14-4,2.1,101.8,106,86.2,43.9,19.2,21.2,34.7,119.8,55.1,17.6,41.9,22
2020,Colorado,Thu 1-23,H,Washington St.,W,78,56,15-4,2.3,113.6,90.4,115.7,53.5,20.8,39.4,35.1,83.1,44.1,19.3,20,11.9
2020,Colorado,Sat 1-25,H,Washington,W,76,62,16-4,2.6,116,82.4,105.3,50.8,19.4,34.3,21.9,85.9,51.8,27.7,22.2,18.2
2020,Colorado,Thu 1-30,A,UCLA,L,68,72,16-5,2.1,107.6,104.8,105,50,18.5,21.2,68.9,111.2,43.5,15.4,37.1,53.7
2020,Colorado,Sat 2-01,A,USC,W,78,57,17-5,2.7,130.2,87.7,118.8,60.6,15.2,23.1,32.7,86.8,42.2,16.8,20.6,19
2020,Colorado,Thu 2-06,H,California,W,71,65,18-5,2.8,114.7,109.4,115,55,16.2,32.3,48,105.3,63.3,17.8,8.3,37.8
2020,Colorado,Sat 2-08,H,Stanford,W,81,74,19-5,3.2,127.6,110.9,118.2,62.2,14.6,15.4,97.6,108,51.7,16,17.6,29.3
2020,Colorado,Thu 2-13,A,Oregon,L,60,68,19-6,3,100.2,83.9,89.9,47.5,27,36.1,10.2,101.9,45.9,15,32.4,26.2
2020,Colorado,Sat 2-15,A,Oregon St.,W,69,47,20-6,3.5,107.9,71.7,109.5,49.1,12.7,27.8,42.6,74.6,34.2,11.1,20.5,29.8
2020,Colorado,Sat 3-07,A,Utah,L,72,74,21-10,1.4,102.1,92.8,96.8,49.2,13.4,15.8,18.8,99.5,46,14.8,20.5,30.2
2020,Colorado,Wed 3-11,N,Washington St.,L,68,82,21-11,0.7,95.5,113,92.5,40.4,15,24.4,56.1,111.5,58.2,17.7,20,45.5
2020,Colorado,Thu 2-20,H,USC,W,70,66,21-6,3.8,118.4,105.4,109.8,57,23.5,36.4,14,103.5,47.5,14.1,32.4,16.4
2020,Colorado,Sat 2-22,H,UCLA,L,63,70,21-7,3,107.5,103.5,101.6,49.1,16.1,27.3,17.9,112.9,56.1,11.3,21.2,19.3
2020,Colorado,Thu 2-27,A,California,L,62,76,21-8,2.4,97.1,112.5,92.7,45.9,16.5,28.6,14.8,113.7,54.6,12,16.7,40.7
2020,Colorado,Sun 3-01,A,Stanford,L,64,72,21-9,2,101.8,99.2,90.1,46.7,22.5,33.3,13.1,101.4,55.1,23.9,31,18.6
2021,Colorado,Wed 11-25,N,South Dakota,W,84,61,1-0,0.2,113.3,81.7,117.9,47.9,11.2,36.4,20.5,85.6,35.8,18.2,32.6,40
2021,Colorado,Fri 11-27,A,Kansas St.,W,76,58,2-0,0.4,116,97.2,115.4,54.7,16.7,28.6,39.6,88.1,55.3,25.8,12.5,21.3
2021,Colorado,Tue 12-08,A,Tennessee,L,47,56,2-1,0.1,81.3,83.7,73,38.5,35.7,36.4,25,86.9,42.5,23.3,29.7,28.3
2021,Colorado,Mon 12-14,H,Northern Colorado,W,81,45,3-1,0.2,106.7,69.6,114.2,58.3,19.7,33.3,25,63.5,34.6,29.6,21.1,23.1
2021,Colorado,Wed 12-16,H,Nebraska Omaha,W,91,49,4-1,0.2,113.9,78.1,124,58.9,12.3,24.2,35.5,66.8,35.2,20.4,15.9,14.8
2021,Colorado,Sun 12-20,N,Washington,W,92,69,5-1,0.4,137.2,96.1,132.5,55,10.1,38.7,46.7,99.4,46,13,22.5,25.4
2021,Colorado,Tue 12-22,N,Grand Canyon,W,74,64,6-1,0.7,122.8,102.2,118.6,58.3,11.2,12,43.8,102.6,55.7,27.2,39.3,15.1
2021,Colorado,Mon 12-28,A,Arizona,L,74,88,6-2,0.4,120.9,112.8,109.7,54.5,19.3,31.3,30.9,130.5,59.6,11.9,31,47.4
2021,Colorado,Thu 12-31,A,USC,W,72,62,7-2,1.2,121.3,81,106.4,48.3,16.3,32.4,26.7,91.6,45.8,22.2,30.8,16.7
2021,Colorado,Sat 1-02,A,UCLA,L,62,65,7-3,0.9,104.5,88.9,97,49.1,20.3,29,24.5,101.7,50,21.9,31,26.4
2021,Colorado,Thu 1-07,H,Oregon,W,79,72,8-3,1.4,114.6,89.9,110.6,51.6,18.2,37.1,23.8,100.8,54.2,19.6,18.2,16.7
2021,Colorado,Mon 1-11,A,Utah,W,65,58,9-3,2,98.8,80.3,96.6,39.2,14.9,35.7,40,86.2,48.3,13.4,10.5,19
2021,Colorado,Thu 1-14,H,California,W,89,60,10-3,2.2,126,94.5,131.1,65,10.3,20.7,23.3,88.4,50,23.6,16.7,34.7
2021,Colorado,Sat 1-16,H,Stanford,W,77,64,11-3,2.5,117.1,89.1,108.2,47.8,14.1,35,19.1,90,40.8,21.1,26.3,25
2021,Colorado,Wed 1-20,A,Washington,L,80,84,11-4,1.8,125,121.8,119.8,47.1,7.5,42.9,27.5,125.8,59.6,15,34.5,31.6
2021,Colorado,Sat 1-23,A,Washington St.,W,70,59,12-4,2.3,114,95.7,107.8,55.8,16.9,17.2,28.8,90.9,49,23.1,21.9,19.2
2021,Colorado,Wed 1-27,H,Washington St.,W,70,58,13-4,2.6,126.4,91.7,112.7,56.8,20.9,20.8,52.3,93.4,49,24.2,31.3,17.3
2021,Colorado,Sat 1-30,H,Utah,L,74,77,13-5,2,119.2,103,111.4,56.6,15.1,23.5,9.8,115.9,58.7,16.6,18.5,36.5
2021,Colorado,Sat 2-06,H,Arizona,W,82,79,14-5,2.5,136.4,106.5,126.2,66.3,16.9,21.7,32.7,121.5,55.5,13.8,39.3,41.8
2021,Colorado,Mon 2-08,H,Oregon St.,W,78,49,15-5,2.8,112.6,68.9,111.8,60.6,18.6,22.2,40.4,70.2,36.4,28.7,30,29.1
2021,Colorado,Thu 2-11,A,Stanford,W,69,51,16-5,3.4,120.1,79.3,109.5,56.1,17.4,24,10.5,80.9,42.7,19,13.3,22.9
2021,Colorado,Sat 2-13,A,California,L,62,71,16-6,2.7,100.8,103.7,95.2,42.7,15.4,23.7,38.2,109,46.4,10.7,28.2,50.9
2021,Colorado,Thu 2-18,A,Oregon,L,56,60,16-7,2.4,90.4,76.2,83.3,39.3,25.3,41,14.8,89.3,47.2,20.8,18.2,28.3
2021,Colorado,Sat 2-20,A,Oregon St.,W,61,57,17-7,3,104,81.5,96.7,48.8,25.4,30.8,51.2,90.4,41.4,20.6,31.6,20.7
2021,Colorado,Thu 2-25,H,USC,W,80,62,18-7,3.6,131.8,83.9,118.8,57.9,16.3,27.6,26.3,92.1,42.5,17.8,32.5,30
2021,Colorado,Sat 2-27,H,UCLA,W,70,61,19-7,4.2,117.4,91.5,114.2,50.9,9.8,23.3,33.3,99.5,51.1,22.8,29.6,41.3
2021,Colorado,Thu 3-04,H,Arizona St.,W,75,61,20-7,4.4,109.1,89.8,110.6,50.9,19.2,37.5,33.3,90,40.5,16.2,20,27.6
2021,Colorado,Thu 3-11,N,California,W,61,58,21-7,4.7,101.8,91.7,98.8,41.3,16.2,35.3,44.2,94,45.7,22.7,26.7,42.6
2021,Colorado,Fri 3-12,N,USC,W,72,70,22-7,5.4,135.8,96.5,115.7,52.5,17.7,41.7,16.4,112.5,59.3,17.7,26.7,22.2
2021,Colorado,Sat 3-13,N,Oregon St.,L,68,70,22-8,4.9,119.2,111,115.2,52.8,15.2,38.7,37.7,118.5,56.7,11.9,28.6,30.8
2021,Colorado,Sat 3-20,N,Georgetown (12),W,96,73,23-8,5.4,142,93.8,131.5,75,16.4,9.1,25,100,46.6,16.4,25.7,44.8
2021,Colorado,Mon 3-22,N,Florida St. (4),L,53,71,23-9,5,95.2,93.4,82,41.1,29.4,43.2,19.6,109.9,58.7,23.2,24,45.7
2022,Colorado,Tue 11-09,H,Montana St.,W,94,90,1-0,0.1,117.7,117.7,121.1,58.8,20.6,43.3,64.9,116,56.5,18,32.4,20.3
2022,Colorado,Sat 11-13,H,New Mexico,W,87,76,2-0,0.2,107.8,99.9,113.6,55.3,23.5,44.1,57.9,99.3,46.8,17,20,35.5
2022,Colorado,Mon 11-15,H,Maine,W,90,46,3-0,0.2,105.8,86.4,130.1,60.5,14.5,38.7,52.6,66.5,37.8,24.6,10.8,30.6
2022,Colorado,Fri 11-19,N,Southern Illinois,L,63,67,3-1,-0.5,109.8,111,104.4,54,18.2,26.9,30,111,57.1,18.2,28.6,32.7
2022,Colorado,Sat 11-20,N,Duquesne,W,84,76,4-1,-0.5,103.4,111.2,113.1,43.4,14.8,45.8,30.3,102.3,50,20.2,38.1,20.9
2022,Colorado,Mon 11-22,N,Brown,W,54,52,5-1,-0.4,78.5,82.8,81.3,41.1,24.1,15.6,46.7,78.3,34,13.5,15,43.4
2022,Colorado,Sun 11-28,H,Stanford,W,80,76,6-1,-0.2,123.3,117,121.7,55.5,9.1,26.5,47.3,115.6,59.6,22.8,26.9,28.8
2022,Colorado,Wed 12-01,A,UCLA,L,61,73,6-2,-0.4,101.6,97.3,92,47.2,18.1,18.8,27.8,110,52.6,13.6,30.3,31
2022,Colorado,Sat 12-04,H,Tennessee,L,54,69,6-3,-0.7,93.4,89.5,77.5,38.2,21.5,26.3,34.5,99.1,52.5,15.8,18.2,14.8
2022,Colorado,Wed 12-08,H,Eastern Washington,W,60,57,7-3,-0.6,90.6,87.6,94.5,46.4,22,37.1,21.4,89.7,46.4,18.9,18.2,12.7
2022,Colorado,Fri 12-10,H,Milwaukee,W,65,54,8-3,-0.6,86.7,94,96.1,45.5,19.2,29.4,30.4,79.8,42.7,20.7,17.1,20
2022,Colorado,Sat 12-18,H,Cal St. Bakersfield,W,60,46,9-3,-0.6,90.7,78.1,96,50,22.4,23.3,42.2,73.6,29.1,17.6,25,34.5
2022,Colorado,Thu 1-06,H,Washington St.,W,83,78,10-3,-0.2,118.5,101.7,110.8,57.1,22.7,30.3,48.2,104.1,51.6,14.7,23.5,34.4
2022,Colorado,Sun 1-09,H,Washington,W,78,64,11-3,0,109,88.6,107.4,54.7,19.3,31.4,18.8,88.1,44.8,13.8,7.7,27.6
2022,Colorado,Thu 1-13,A,Arizona,L,55,76,11-4,-0.2,82.7,84.7,73,35.9,18.6,17.8,18.8,100.8,57,21.2,21.9,33.3
2022,Colorado,Sat 1-15,A,Arizona St.,W,75,57,12-4,0.3,119.4,84.9,108.2,51.7,15.9,27.8,37.9,82.3,38.1,11.5,12.2,25.4
2022,Colorado,Thu 1-20,H,USC,L,58,61,12-5,-0.4,88.4,83.1,83.5,38.2,23,21.6,49,87.8,39.5,23,42.9,27.4
2022,Colorado,Sat 1-22,H,UCLA,L,65,71,12-6,-0.8,105,99.1,98.8,56.8,31.9,34.8,38.6,107.9,48.3,16.7,30.6,31
2022,Colorado,Tue 1-25,A,Oregon,W,82,78,13-6,-0.2,113.6,100.2,111.2,57.4,23.1,33.3,40.7,105.8,52.5,14.9,21.4,31.7
2022,Colorado,Thu 1-27,A,Washington,L,58,60,13-7,-0.8,88.1,85.6,84.6,41.5,23.3,25,32.1,87.5,42.6,21.9,36.6,27.9
2022,Colorado,Sun 1-30,A,Washington St.,L,43,70,13-8,-1.1,78.5,106.8,70.1,33.9,26.1,35,12.5,114.2,60.4,27.7,44.8,17
2022,Colorado,Thu 2-03,H,Oregon,L,51,66,13-9,-1.8,82,88.4,75.7,43.9,29.7,29.4,32.7,97.9,46.8,17.8,28.9,17.7
2022,Colorado,Sat 2-05,H,Oregon St.,W,86,63,14-9,-1.8,126.1,94.8,134.5,69.6,20.3,43.5,14.3,98.5,43.3,10.9,25,28.3
2022,Colorado,Sat 2-12,H,Utah,W,81,76,15-9,-1.6,112.7,110.7,117.6,58.2,20.3,30.8,59.2,110.3,50,10.2,30.2,28.8
2022,Colorado,Tue 2-15,A,Oregon St.,W,90,64,16-9,-1.4,112.1,90.6,124.3,58.1,18,39.4,35.5,88.4,46.8,15.2,13.5,11.1
2022,Colorado,Thu 2-17,A,California,W,70,62,17-9,-1.1,115.4,102.8,111.4,48,15.9,35.5,47.1,98.7,45.9,11.1,20,14.8
2022,Colorado,Thu 2-24,H,Arizona St.,L,65,82,18-10,-1.4,100.7,115.6,90.2,45.4,19.4,12.1,35.2,113.8,56.6,16.6,29,24.6
2022,Colorado,Sat 2-19,A,Stanford,W,70,53,18-9,-0.7,107.1,87.8,109.2,58.7,20.3,23.1,50,82.7,43.5,23.4,28.6,20.4
2022,Colorado,Sat 2-26,H,Arizona,W,79,63,19-10,-0.8,118,85.1,114.8,51.6,14.5,32.4,23.4,91.6,44.1,23.3,29.4,43.1
2022,Colorado,Sat 3-05,A,Utah,W,84,71,20-10,-0.4,133,95.6,125.8,62.7,13.5,25.8,25.4,106.3,51.9,13.5,20,40.7
2022,Colorado,Thu 3-10,N,Oregon,W,80,69,21-10,0,107.9,88.8,107,45.3,10.7,36.2,25.7,92.3,40,12,24,25.7
2022,Colorado,Fri 3-11,N,Arizona,L,72,82,21-11,-0.3,109.5,95.1,98.2,51.6,19.1,21.1,16.1,111.8,58,24.6,24,50
2022,Colorado,Tue 3-15,H,St. Bonaventure,L,68,76,21-12,-1.1,107.6,107.6,102.3,49.1,16.5,25.8,20.7,114.3,61.8,13.5,8,16.4
2018,Oregon,Fri 11-10,H,Coppin St.,W,70,54,1-0,0,97.2,89.2,99.4,50.8,18.5,24.2,22,76.7,35.1,12.8,7.9,28.1
2018,Oregon,Mon 11-13,H,Prairie View A&M,W,100,67,2-0,0,114.6,97.9,128.8,64.3,15.5,31,38.1,86.3,39.1,23.2,35.6,39.1
2018,Oregon,Fri 11-17,H,Alabama St.,W,114,56,3-0,0.1,125.5,89.7,148,74.2,19.5,46.2,39.1,72.7,40.5,22.1,15,22.4
2018,Oregon,Sun 11-19,H,Ball St.,W,95,71,4-0,0.1,121.4,100.7,124.9,57.1,17.1,34.3,44.4,93.4,43.8,17.1,19.5,51.8
2018,Oregon,Thu 11-23,N,Connecticut,L,63,71,4-1,-0.7,87.1,95.5,86.3,37.7,23.3,28.9,40.4,97.2,40.5,13.7,32.4,58.6
2018,Oregon,Fri 11-24,N,DePaul,W,89,79,5-1,-0.4,119.1,104.3,113,57.3,19.1,30,33.9,100.3,45.5,17.8,27.8,30.3
2018,Oregon,Sun 11-26,N,Oklahoma,L,80,90,5-2,-0.9,104,100.3,98.4,47.3,20.9,37.2,18.9,110.7,48.3,19.7,35.9,75.9
2018,Oregon,Fri 12-01,H,Boise St.,L,70,73,5-3,-1.6,111.9,103,103.2,49.2,11.8,26.7,16.4,107.6,50,20.6,33.3,45.5
2018,Oregon,Fri 12-08,H,Colorado St.,W,95,65,6-3,-1.6,116,96.3,126.7,60.7,13.3,36.4,21.4,86.7,44.2,21.3,17.1,51.9
2018,Oregon,Mon 12-11,H,Texas Southern,W,74,68,7-3,-1.5,97.1,99.4,106.4,49.2,17.3,31.4,37.3,97.8,45.1,12.9,21.6,23
2018,Oregon,Wed 12-13,H,Portland St.,W,95,84,8-3,-1.4,105.5,98.4,110.9,58.6,21,28.1,40.6,98,46.6,17.5,26.1,25.7
2018,Oregon,Sat 12-16,A,Fresno St.,W,68,61,9-3,-0.9,107.4,92,103.5,42.9,15.2,41.5,31.7,92.8,45,21.3,25,46
2018,Oregon,Wed 12-20,H,Central Arkansas,W,96,82,10-3,-0.8,128.8,117.5,136.4,72.4,15.6,34.6,32.8,116.5,58.9,17.1,24.2,19.4
2018,Oregon,Fri 12-29,H,Utah,L,56,66,10-4,-1.5,113,108,101.4,52.2,19.9,27.6,23.9,119.6,50,5.4,26.5,23.2
2018,Oregon,Sun 12-31,H,Colorado,W,77,62,11-4,-1.4,108.2,84.3,103.9,56.9,22.9,14.8,43.1,83.6,48.3,27,25.7,13.6
2018,Oregon,Fri 1-05,A,Oregon St.,L,64,76,11-5,-1.9,102.5,106.5,95.5,42,14.9,33.3,15.9,113.3,58.5,17.9,35.5,47.2
2018,Oregon,Thu 1-11,A,Arizona St.,W,76,72,12-5,-1.3,118.4,100.3,116.6,49.2,15.3,39.5,21.5,110.5,54.3,16.9,25.8,67.4
2018,Oregon,Sat 1-13,A,Arizona,L,83,90,12-6,-1.7,116.1,104.9,110,54.4,19.9,28.1,42.1,119.2,60.9,22.5,22.2,80.4
2018,Oregon,Thu 1-18,H,USC,L,70,75,12-7,-2.3,109.1,102.2,103.6,54.6,17.8,14.8,20.4,110.9,50,17.8,37.1,35.6
2018,Oregon,Sat 1-20,H,UCLA,W,94,91,13-7,-2,134.1,109.6,126.9,56,10.8,33.3,34.3,122.9,62.5,17.6,25.9,61.5
2018,Oregon,Sat 1-27,H,Oregon St.,W,66,57,14-7,-1.9,112.2,87.1,106.5,50,16.1,21.4,51.1,91.9,46.9,19.4,21.4,33.3
2018,Oregon,Thu 2-01,A,California,W,66,53,15-7,-1.7,105.2,86.2,102,65.8,26.3,19,65.8,81.9,36.7,24.7,41.3,33.3
2018,Oregon,Sat 2-03,A,Stanford,L,61,96,15-8,-2.2,98.5,124.9,86.3,48.2,21.2,15.2,15.8,135.8,73.2,17,27.3,30.4
2018,Oregon,Thu 2-08,H,Washington,W,65,40,16-8,-2,97.9,66.9,99.7,50,16.9,25.8,27.3,61.4,30.6,24.5,25,20.4
2018,Oregon,Sat 2-17,A,UCLA,L,78,86,17-10,-2.7,110.3,102,103.8,49.3,10.6,25,14.9,114.5,58.3,21.3,28.6,31.7
2018,Oregon,Sun 2-11,H,Washington St.,W,84,57,17-8,-2,115.2,93.1,129.6,60.9,13.9,28.6,38.2,87.9,49,23.1,23.5,23.5
2018,Oregon,Thu 2-15,A,USC,L,70,72,17-9,-2.3,118.4,100.1,109,50,17.1,35.3,16.4,112.1,59.8,14,24.1,21.4
2018,Oregon,Thu 2-22,H,Arizona St.,W,75,68,18-10,-2.4,109.2,91.2,109.1,44.4,10.2,30.8,36.5,98.9,45.6,11.6,15.2,31.6
