YEAR,Team,DATE,LOCATION,OPPONENT,RESULT,TEAMSCORE,OPPSCORE,RECORD,WAB,ADJO,ADJD,OPPP,OEFG%,OTO%,OOR%,OFTR,DPPP,DEFG%,DTO%,DOR%,DFTR
2018,Stanford,Sat 1-27,A,UCLA,L,73,89,11-11,-4,107.9,113.6,103.1,52.5,18.4,25.7,19.7,125.7,62.3,18.4,26.9,47.2
2018,Stanford,Thu 2-01,H,Oregon St.,W,80,71,12-11,-3.8,113.7,89,106.9,60.6,24,30,53.8,94.9,54.1,28.1,24,49
2018,Stanford,Sat 2-03,H,Oregon,W,96,61,13-11,-3.6,133.9,87.8,135.8,73.2,17,27.3,30.4,86.3,48.2,21.2,15.2,15.8
2018,Stanford,Thu 2-08,A,Utah,L,60,75,13-12,-3.9,101.9,109.5,94.5,41.5,17.3,32.4,41.5,118.1,56.3,9.4,18.8,32.1
2018,Stanford,Sun 2-11,A,Colorado,L,56,64,13-13,-4.5,91.8,97.3,86.3,42,21.6,31.6,26.8,98.6,44.4,18.5,38.1,22.6
2018,Stanford,Sun 2-18,A,California,W,77,73,14-13,-4.4,110.6,109.1,108.2,50,22.5,44.4,43.1,102.6,39.3,12.6,37,31.4
2018,Stanford,Thu 2-22,H,Washington,W,94,78,15-13,-4.2,118.4,89.9,111.4,58.8,19,29.7,82.5,92.4,45.8,17.8,27.3,27.8
2018,Stanford,Sat 2-24,H,Washington St.,W,86,84,16-13,-4.1,123,120.9,128.5,55.7,17.9,55.2,32.8,125.5,65.8,19.4,33.3,11.7
2018,Stanford,Thu 3-01,A,Arizona,L,67,75,16-14,-4.5,105.1,99.6,100.4,44.9,12,27,30.5,112.4,56.6,22.5,36.7,43.4
2018,Stanford,Sat 3-03,A,Arizona St.,W,84,83,17-14,-3.8,116.5,93.4,109.3,59.4,27.3,38.7,58.5,108,53.1,7.8,10.8,35.9
2018,Stanford,Wed 3-07,N,California,W,76,58,18-14,-3.8,106.9,86.5,105.6,50.8,22.2,42.5,36.1,80.6,33.1,15.3,34.6,28.2
2018,Stanford,Thu 3-08,N,UCLA,L,77,88,18-15,-4.3,105.4,106.1,101.7,51.8,18.5,22.9,43.9,116.3,53.6,9.2,23.7,29
2018,Stanford,Wed 3-14,H,BYU,W,86,83,19-15,-4.1,107.8,98.4,102.8,50,19.1,34.1,47.8,99.2,48.7,12,23.3,19.7
2018,Stanford,Mon 3-19,A,Oklahoma St.,L,65,71,19-16,-4.4,101.2,91.8,92.2,41.1,27,45.2,30.6,100.7,42.1,8.5,32.1,32.9
2019,Stanford,Tue 11-06,H,Seattle,W,96,74,1-0,0.1,125.7,111.2,130,61.6,17.6,35.7,58.9,100.2,48.4,14.9,30,32.8
2019,Stanford,Fri 11-09,A,UNC Wilmington,W,72,59,2-0,0.2,92.6,82.3,100.9,50.9,22.4,38.2,54.7,82.7,38,28,35.1,46.3
2019,Stanford,Mon 11-12,A,North Carolina,L,72,90,2-1,0.1,101,99.3,91.1,45.5,19,25.6,22.4,113.9,53.5,15.2,35.1,29.6
2019,Stanford,Wed 11-21,N,Wisconsin,L,46,62,2-2,-0.2,83.1,84.7,68.1,28.8,17.8,25,32.2,91.8,43.5,16.3,20.6,35.2
2019,Stanford,Thu 11-22,N,Florida,L,49,72,2-3,-0.6,85.8,106.6,76.9,46.5,31.4,17.9,27.9,113,58,17.3,27.6,17.9
2019,Stanford,Fri 11-23,N,Middle Tennessee,W,67,54,3-3,-0.5,87.1,74.7,87.6,45.5,27.5,34.3,43.6,70.6,35.6,28.8,27.9,30.5
2019,Stanford,Wed 11-28,H,Portland St.,W,79,67,4-3,-0.4,87.7,88.1,97.7,55.8,23.5,15.6,65.4,82.9,32.9,14.8,43.6,24.4
2019,Stanford,Sat 12-01,A,Kansas,L,84,90,4-4,-0.7,124,101.5,107.1,54,23,27.8,30.2,114.8,55.5,14,29.7,42.2
2019,Stanford,Sat 12-15,H,Eastern Washington,W,78,62,5-4,-0.6,104.1,104.1,116,65.3,17.8,16.7,38.8,92.2,46.2,14.9,10,38.5
2019,Stanford,Tue 12-18,H,San Jose St.,W,78,73,6-4,-0.6,93.8,113.6,105.5,57.8,18.9,20.6,32.8,98.7,49.1,21.6,33.3,43.9
2019,Stanford,Sat 12-22,A,San Francisco,L,65,74,6-5,-1.1,93.5,97.4,92,41.7,22.6,38.1,36.7,104.7,46.6,15.6,28.9,42.4
2019,Stanford,Sat 12-29,H,Long Beach St.,W,93,86,7-5,-1,118.2,119.9,122.8,58.1,14.5,47.6,28.4,113.6,53.9,17.2,30.6,34.4
2019,Stanford,Thu 1-03,A,UCLA,L,70,92,7-6,-1.5,97.9,110.3,91.9,43.5,18.4,26.7,37.1,120.8,55.9,15.8,37.1,32.4
2019,Stanford,Sun 1-06,A,USC,L,66,77,7-7,-2,102.3,107.6,98.3,55.6,22.3,23.3,18.5,114.7,51.6,14.9,38.2,29
2019,Stanford,Wed 1-09,H,Arizona,L,70,75,7-8,-2.9,100.9,103.1,96,55,26,25,52,102.8,46.8,13.7,26.3,28.6
2019,Stanford,Sat 1-12,H,Arizona St.,W,85,71,8-8,-2.6,116.8,93.9,114,60.8,18.8,29.4,31.7,95.2,47.8,25.5,41.3,25
2019,Stanford,Thu 1-17,A,Washington,L,64,80,8-9,-3,111.2,119.3,98.9,51,27.8,42.9,40,123.6,56.9,9.3,31.3,36.2
2019,Stanford,Sat 1-19,A,Washington St.,W,78,66,9-9,-2.7,103.7,93.2,110.3,63,19.8,20.8,25.9,93.3,48.4,19.8,20.5,12.9
2019,Stanford,Thu 1-24,H,Utah,L,66,70,9-10,-3.5,93.8,92.1,96.6,46.6,19,31.4,29.3,102.4,55.7,19,16.7,30.2
2019,Stanford,Sat 1-26,H,Colorado,W,75,62,10-10,-3.3,108.1,93.7,107.3,62.2,22.9,14.3,32.7,88.7,43,15.7,29.7,20.3
2019,Stanford,Sun 2-03,A,California,W,84,81,11-10,-3.1,108.8,109.1,112.5,62.2,24.1,31.8,61.2,108.5,54.1,14.7,20.7,31.1
2019,Stanford,Thu 2-07,A,Oregon St.,W,83,60,12-10,-2.6,121.3,84.1,122.5,61.5,19.2,33.3,42.3,88.6,39.2,11.8,20,31.7
2019,Stanford,Sun 2-10,A,Oregon,L,46,69,12-11,-2.9,82.9,96.5,69.9,30,21.3,31.1,40,104.9,50,13.7,30.3,28.8
2019,Stanford,Wed 2-13,H,USC,W,79,76,13-11,-2.7,113.4,107.9,114.1,50.7,17.3,39.5,20.9,109.7,54.6,21.7,38.2,46.3
2019,Stanford,Sat 2-16,H,UCLA,W,104,80,14-11,-2.5,123.3,96.4,126.1,60,14.6,34.2,40,97,42.3,13.3,22.7,53.8
2019,Stanford,Wed 2-20,A,Arizona St.,L,62,80,14-12,-2.9,99.9,104.9,89.5,39.3,18.8,31.7,51.8,115.4,60.6,18.8,30,51.9
2019,Stanford,Sun 2-24,A,Arizona,L,54,70,14-13,-3.5,88.1,101.3,80.6,43.4,22.4,21.2,20.8,104.5,49.2,13.4,22.2,19.7
2019,Stanford,Thu 2-28,H,Washington St.,W,98,50,15-13,-3.4,121.8,65.4,129.5,69.5,15.9,30,26.6,66.1,33.8,19.8,16.7,13.8
2019,Stanford,Sun 3-03,H,Washington,L,61,62,15-14,-4.1,94.3,88.2,86.8,46,27.1,33.3,50,88.3,45.6,19.9,22.9,28.1
2019,Stanford,Thu 3-07,H,California,L,59,64,15-15,-5,74.1,99.7,84.2,39.1,21.4,32.6,21.9,91.3,46.6,14.3,22,34.5
2019,Stanford,Wed 3-13,N,UCLA,L,72,79,15-16,-5.7,86.8,98.1,89.9,40.1,15,32.7,26.3,98.7,46.7,18.7,28.6,57.4
2020,Stanford,Wed 11-06,H,Montana,W,73,62,1-0,0.1,103.1,91.9,104.4,56.5,14.3,3.7,24.1,88.7,51,24.3,15.6,26.9
2020,Stanford,Sat 11-09,H,Cal St. Fullerton,W,70,54,2-0,0.2,93.4,80.6,97,55,22.2,11.8,52,74.8,37.3,22.2,31.8,32.2
2020,Stanford,Tue 11-12,H,Long Beach St.,W,86,58,3-0,0.2,119.4,90,122.8,61.5,17.1,32.3,10.8,82.8,47.2,27.1,24.3,22.2
2020,Stanford,Sat 11-16,H,Santa Clara,W,82,64,4-0,0.3,108,91.5,111.1,53.8,17.6,27.3,67.3,86.7,43.6,23,19.4,38.2
2020,Stanford,Tue 11-19,H,Maryland Eastern Shore,W,76,55,5-0,0.3,109,99.1,113.2,63,28.3,34.6,36,81.9,45.2,26.8,28.6,23.1
2020,Stanford,Thu 11-21,H,William & Mary,W,81,50,6-0,0.4,106.9,75.6,115,63.8,21.3,20,63.8,71,42,24.1,12.8,32
2020,Stanford,Mon 11-25,N,Oklahoma,W,73,54,7-0,1,107.7,67.9,97.9,46.2,18.8,37.5,29.2,72.4,41,20.1,14.3,21.3
2020,Stanford,Tue 11-26,N,Butler,L,67,68,7-1,0.6,116.4,101.4,108.9,62.2,24.4,24,18.4,110.5,53.4,17.9,41.4,13.8
2020,Stanford,Sun 12-01,H,UNC Wilmington,W,72,54,8-1,0.6,112.8,92,113.2,59.3,15.7,20.7,20.4,84.9,49.1,23.6,20.6,3.6
2020,Stanford,Sat 12-14,A,San Jose St.,W,78,58,9-1,0.7,98.3,81,103.1,53.3,25.1,36.1,40,76.7,36,19.8,20.5,40.4
2020,Stanford,Tue 12-17,H,San Francisco,W,64,56,10-1,1,88.6,78.9,89.3,52.1,26.5,17.9,39.6,78.2,45.6,30.7,29.7,15.8
2020,Stanford,Sat 12-21,N,San Diego,W,62,59,11-1,1.1,86.8,88.6,84.7,50.9,27.3,22.9,26.4,80.6,40.5,23.2,26.2,19
2020,Stanford,Sun 12-29,H,Kansas,L,56,72,11-2,0.8,87.4,89.6,77.2,44,26.2,12.1,32,99.2,54.3,28.9,41.7,31
2020,Stanford,Thu 1-02,H,California,W,68,52,12-2,0.9,99.5,80.3,100.2,54.6,16.2,12.9,25.9,76.6,33.9,26.5,35,30.4
2020,Stanford,Thu 1-09,H,Washington,W,61,55,13-2,1.2,90.9,81.8,88,48.2,23.1,23.1,21.1,79.4,41.3,30.3,41,48.1
2020,Stanford,Sat 1-11,H,Washington St.,W,88,62,14-2,1.4,134.5,87.4,126.7,68.6,13,15.4,22,89.3,50,25.9,28.2,21.4
2020,Stanford,Wed 1-15,A,UCLA,W,74,59,15-2,2,116.5,86.4,113.9,59.6,18.5,23.3,55.3,90.8,44.3,24.6,31.4,30.2
2020,Stanford,Sat 1-18,A,USC,L,78,82,15-3,1.6,120.5,102.6,103.5,57.4,22.6,31,23,108.8,44.4,18.6,45,58.1
2020,Stanford,Sun 1-26,A,California,L,50,52,15-4,0.9,86.6,83.2,81.8,46.5,24.5,14.8,34.9,85.1,35.5,11.5,23.7,30.9
2020,Stanford,Thu 1-30,H,Oregon St.,L,63,68,15-5,0.1,93.1,95.4,93.9,47.5,20.9,32.4,20.3,101.4,48.1,19.4,25,42.3
2020,Stanford,Sat 2-01,H,Oregon,W,70,60,16-5,0.6,101.8,82.4,103.2,48.2,19.2,28.6,35.7,88.5,38.3,14.7,31.1,23.4
2020,Stanford,Thu 2-06,A,Utah,L,56,64,16-6,0,78.8,82.9,76.3,40,27.2,31,6.2,87.2,42.1,24.5,33.3,40.4
2020,Stanford,Sat 2-08,A,Colorado,L,74,81,16-7,-0.3,122.3,106.2,108,51.7,16,17.6,29.3,118.2,62.2,14.6,15.4,97.6
2020,Stanford,Thu 2-13,H,Arizona St.,L,69,74,16-8,-1,99.3,101.6,95,58,27.5,16,32,101.9,59.4,27.5,34.6,30.2
2020,Stanford,Sat 2-15,H,Arizona,L,60,69,16-9,-1.5,94.5,91.6,85.3,44.6,19.9,10.3,54.3,98.2,39.8,22.8,37.1,57.4
2020,Stanford,Thu 2-20,A,Washington,W,72,64,17-9,-0.9,107.4,85.7,98.6,53.6,15.1,14.7,34.5,87.7,38.7,16.4,20.5,33.9
2020,Stanford,Sun 2-23,A,Washington St.,W,75,57,18-9,-0.5,123.4,91.4,118.5,68.6,22.1,13.6,48.8,90.1,37.5,14.2,33.3,26.7
2020,Stanford,Wed 2-26,H,Utah,W,70,62,19-9,-0.3,109.1,88,105.2,55.3,13.5,18.8,15.8,93.2,52.9,25.6,15.4,19.6
2020,Stanford,Thu 3-05,A,Oregon St.,L,65,68,20-10,-0.5,98.9,94.1,97.7,47.3,15,19.4,25,102.2,52.1,19.5,18.5,45.8
2020,Stanford,Sat 3-07,A,Oregon,L,67,80,20-11,-0.7,111.6,106,104.1,53.9,23.3,30.8,27.5,124.2,66.7,24.8,45.5,29.4
2020,Stanford,Wed 3-11,N,California,L,51,63,20-12,-1.5,78,93.6,75.5,36.8,14.8,8.3,34,93.3,51.1,20.7,12,43.5
2020,Stanford,Sun 3-01,H,Colorado,W,72,64,20-9,0,109.4,84.8,101.4,55.1,23.9,31,18.6,90.1,46.7,22.5,33.3,13.1
2021,Stanford,Mon 11-30,N,Alabama,W,82,64,1-0,0.7,111,72.4,99.3,58.3,26.6,25,31.7,77.5,41,18.2,15.2,22.4
2021,Stanford,Tue 12-01,N,North Carolina,L,63,67,1-1,0.3,99.5,86.9,88.9,44.1,18.3,17.6,47.1,94.5,50,33.9,46.9,46.2
2021,Stanford,Wed 12-02,N,Indiana,L,63,79,1-2,-0.3,97.6,103.5,88.6,40.6,15.5,17.1,49.1,111.1,57.8,19.7,20,49
2021,Stanford,Sun 12-06,A,North Carolina A&T,W,78,46,2-2,-0.2,101.2,71.5,106.4,46.2,17.7,43.5,9,62.8,31.3,20.5,26.9,13.4
2021,Stanford,Tue 12-15,A,Cal St. Northridge,W,82,71,3-2,-0.2,107.5,103.5,117.3,64.4,25.7,36.4,68.9,101.5,45.5,17.2,34.1,22.7
2021,Stanford,Sat 12-19,N,Arizona,W,78,75,4-2,0.4,121.8,95.1,112.7,59.1,20.2,32.3,40,108.4,58.3,24.6,39.4,42.6
2021,Stanford,Mon 12-21,N,Cal St. Bakersfield,W,63,50,5-2,0.6,87.9,70.7,88.9,47.7,29.6,37.9,77.3,70.5,33.1,29.6,34.8,27.1
2021,Stanford,Sat 1-02,A,Oregon,L,56,73,5-3,0.3,85.4,79.3,74.5,43.3,25.3,8.8,32.7,97.1,52.3,14.6,15.4,10.6
2021,Stanford,Mon 1-04,A,Oregon St.,W,81,71,6-3,0.9,125.2,96,118.8,54.6,17.6,40,55.6,104.2,43.2,10.3,29.5,25.8
2021,Stanford,Thu 1-07,N,Washington,W,91,75,7-3,1.1,112.1,87.3,108.7,56.8,26.3,43.8,30.3,89.6,41.4,20.3,28.3,30
2021,Stanford,Sat 1-09,N,Washington St.,W,75,60,8-3,1.4,120.4,91,110.9,51.8,16.3,35.7,36.8,88.8,47.3,25.1,28.9,19.6
2021,Stanford,Thu 1-14,A,Utah,L,65,79,8-4,1,98.5,99.2,91.9,44.8,19.8,17.1,62.5,111.7,52.9,19.8,28.6,58.8
2021,Stanford,Sat 1-16,A,Colorado,L,64,77,8-5,0.8,101.2,93.9,90,40.8,21.1,26.3,25,108.2,47.8,14.1,35,19.1
2021,Stanford,Sat 1-23,N,UCLA,W,73,72,9-5,1.5,114.4,90.8,105.8,50,18.8,31,45.3,104.3,49.2,20.3,32.4,23.3
2021,Stanford,Thu 1-28,A,Arizona,W,73,64,10-5,2.2,108.2,82.6,103.5,55.7,17,16.7,39.6,90.7,49.1,25.5,21.9,28.3
2021,Stanford,Sat 1-30,A,Arizona St.,L,75,79,10-6,1.6,106,99.5,101.2,46.8,27,35.7,72.3,106.6,55.2,20.2,20,29.3
2021,Stanford,Tue 2-02,H,USC,L,66,72,10-7,1.3,116.5,95.6,100.5,58.7,22.8,23.1,15.4,109.7,50.9,15.2,31.3,35.1
2021,Stanford,Thu 2-04,A,California,W,70,55,11-7,1.6,106.6,81.8,104.8,58.3,18,16,50,82.4,42,24,21.2,30
2021,Stanford,Sun 2-07,H,California,W,76,70,12-7,1.8,114.8,97.2,109.9,60.4,15.9,16.7,62.5,101.2,44.3,14.5,28.2,31.1
2021,Stanford,Thu 2-11,H,Colorado,L,51,69,12-8,1.4,90.1,96.3,80.9,42.7,19,13.3,22.9,109.5,56.1,17.4,24,10.5
2021,Stanford,Sat 2-13,H,Utah,W,73,66,13-8,1.8,107,83.8,102.2,61.4,21,20,15.8,92.4,48.1,22.4,17.6,33.3
2021,Stanford,Thu 2-25,H,Oregon,L,68,71,14-10,1,115.4,100.5,109.7,56.1,16.1,32.3,10.5,114.5,50,11.3,31.4,21
2021,Stanford,Sat 2-27,H,Oregon St.,L,62,73,14-11,0.4,107.9,104.2,99,55.9,25.5,28.6,13.7,116.5,50.9,12.8,34.4,37.5
2021,Stanford,Wed 3-03,A,USC,L,42,79,14-12,0.2,73.4,97.1,60.4,30.5,23,19.5,13.6,113.7,60.2,21.6,38.7,22
2021,Stanford,Wed 3-10,N,California,L,58,76,14-13,-0.6,94.6,109,88.1,42.5,16.7,16.7,32.1,115.4,62.5,18.2,26.1,26.9
2021,Stanford,Thu 2-18,A,Washington,W,79,61,14-8,2,110.7,82.5,108.2,60.2,16.4,16.7,37,83.6,48.4,27.4,25.8,1.6
2021,Stanford,Sat 2-20,A,Washington St.,L,76,85,14-9,1.5,99.1,91.8,85.6,57.8,25.9,6.3,31,95.8,44.7,24.8,34.6,30.7
2022,Stanford,Tue 11-09,H,Tarleton St.,W,62,50,1-0,0.1,98.4,90.1,102.6,48.9,23.2,37.9,46.8,82.7,47.1,23.2,21.9,5.8
2022,Stanford,Fri 11-12,A,Santa Clara,L,72,88,1-1,-0.4,99.6,113.6,99.4,44.4,20.7,39.5,14.1,121.5,70.2,16.6,19.2,26.3
2022,Stanford,Mon 11-15,H,San Jose St.,W,76,62,2-1,-0.3,104.1,105.7,116.3,52.5,13.8,44.7,41,94.8,52.2,21.4,19.4,54.3
2022,Stanford,Wed 11-17,H,Valparaiso,W,74,60,3-1,-0.3,101,80.3,101.9,56.5,19.3,17.9,33.3,82.6,49,26.2,6.9,23.5
2022,Stanford,Sat 11-20,A,Baylor,L,48,86,3-2,-0.4,95.7,103.5,73.5,44.4,33.7,34.4,35.6,131.6,63.3,13.8,32.3,28.3
2022,Stanford,Tue 11-23,H,North Carolina A&T,W,79,65,4-2,-0.4,101.2,94.3,106.3,50,21.5,46.2,39.1,87.5,41.2,14.8,23.3,17.6
2022,Stanford,Sun 11-28,A,Colorado,L,76,80,4-3,-0.8,125.6,115.4,115.6,59.6,22.8,26.9,28.8,121.7,55.5,9.1,26.5,47.3
2022,Stanford,Sun 12-12,H,Oregon,W,72,69,5-3,-0.6,110.4,94.9,106.3,50.9,25.1,45.2,35.1,101.9,47.3,17.7,37.1,41.1
2022,Stanford,Thu 12-16,H,Dartmouth,W,89,78,6-3,-0.5,113.6,116.9,118.3,55.9,13.3,35.7,36.8,103.6,54.1,15.9,11.8,23
2022,Stanford,Sun 12-19,N,Texas,L,53,60,6-4,-0.8,88.5,83.9,80.4,45.8,33.4,33.3,27.1,91,46.4,19.7,28.1,21.4
2022,Stanford,Wed 12-22,N,Wyoming,W,66,63,7-4,-0.4,108.8,90.6,101.8,42.7,12.3,35.9,32.3,97.2,45.9,10.8,27,21.3
2022,Stanford,Thu 12-23,N,Liberty,W,79,76,8-4,-0.2,105.9,100.5,105.2,70.5,30.6,24,61.4,101.2,50,13.3,8.3,50
2022,Stanford,Tue 1-11,H,USC,W,75,69,9-4,0.2,107.8,95.3,105.5,52.6,15.5,19.4,36.8,97.1,49,15.5,13.8,65.3
2022,Stanford,Thu 1-13,A,Washington St.,W,62,57,10-4,0.8,98.1,80.5,90.6,53.1,27.8,23.3,34.7,83.3,46.5,24.8,28.9,17.5
2022,Stanford,Sat 1-15,A,Washington,L,64,67,10-5,0.2,94.7,104.6,96.7,51,31.7,50,46.9,101.2,44.1,12.1,25.6,37.3
2022,Stanford,Thu 1-20,H,Arizona,L,57,85,10-6,-0.1,86.1,99.4,77.5,35,23.1,38.9,21.4,115.6,60.7,19,22.2,37.5
2022,Stanford,Sat 1-22,H,Arizona St.,W,79,76,11-6,0.1,119.8,106.7,108.4,47,24.7,37.8,82,104.3,58.5,22,24.1,15.3
2022,Stanford,Thu 1-27,A,USC,W,64,61,12-6,0.7,114.5,95,106.7,50.9,15,31,20.4,101.7,54.1,23.3,25.9,20.4
2022,Stanford,Sat 1-29,A,UCLA,L,43,66,12-7,0.5,67.5,80.6,60.2,30.2,30.8,22.2,41.7,92.4,40.7,12.6,20.5,40.7
2022,Stanford,Tue 2-01,H,California,W,57,50,13-7,0.7,97,86.9,94.4,45,11.6,20,34,82.8,38.2,14.9,12.1,23.5
2022,Stanford,Thu 2-03,H,Washington St.,L,60,66,13-8,0.1,101.4,106.7,97.3,44.9,21.1,43.2,16.9,107,59.2,17.8,20,32.7
2022,Stanford,Thu 2-10,A,Oregon,L,60,68,14-10,-0.6,94.4,95.8,90.9,48.3,25.8,33.3,6.9,103,48.2,15.1,23.5,26.3
2022,Stanford,Sun 2-06,H,Washington,W,87,69,14-8,0.2,118.5,91,115.4,59.2,26.5,48.5,24.6,91.6,43.5,14.6,28.9,21.7
2022,Stanford,Tue 2-08,H,UCLA,L,70,79,14-9,-0.2,126.2,117,115.6,60.2,18.2,34.6,18.5,130.4,59.7,9.9,35.7,8.1
2022,Stanford,Sat 2-12,A,Oregon St.,W,76,65,15-10,-0.4,116.7,103.6,124.7,69.4,26.2,41.7,24.5,106.6,54.6,11.5,17.2,20.4
2022,Stanford,Thu 2-17,H,Utah,L,56,60,15-11,-1.3,95.7,94.7,93.8,43.1,18.4,35,15.5,100.5,45.5,13.4,28.6,27.3
2022,Stanford,Sat 2-19,H,Colorado,L,53,70,15-12,-2,94.2,100.3,82.7,43.5,23.4,28.6,20.4,109.2,58.7,20.3,23.1,50
2022,Stanford,Sat 2-26,A,California,L,39,53,15-13,-2.7,68.9,101.4,70,27.5,12.6,19,27.5,95.1,48,10.8,18.8,15.7
2022,Stanford,Thu 3-03,A,Arizona,L,69,81,15-14,-2.8,111.4,93.2,96.4,54.9,23.8,31.4,14.8,113.2,55.7,14,14.3,50.9
2022,Stanford,Sat 3-05,A,Arizona St.,L,56,65,15-15,-3.3,97.3,92.3,82.6,47.1,31,34.3,29.4,95.8,51,20.6,17.2,35.3
2022,Stanford,Wed 3-09,N,Arizona St.,W,71,70,16-15,-2.9,115.8,109.7,106.8,48.4,15,29.7,23,105.3,54.9,13.5,17.9,11.5
2022,Stanford,Thu 3-10,N,Arizona,L,80,84,16-16,-3.2,130.6,107.1,118.7,63.6,17.8,27.6,13.6,124.6,54.6,14.8,41,29.2
2018,UCLA,Fri 11-10,N,Georgia Tech,W,63,60,1-0,0.3,101.2,88.3,93.7,45.4,20.8,31.4,38.9,89.2,37.9,16.4,30.6,34.5
2018,UCLA,Wed 11-15,H,Central Arkansas,W,106,101,2-0,0.3,106.4,109.3,113.1,54.4,17.1,33.3,40.5,107.8,59.5,19.2,22.2,16.5
2018,UCLA,Fri 11-17,H,South Carolina St.,W,96,68,3-0,0.3,110,111.8,134,62.7,16.8,51.4,35.8,94.9,45.1,14,27.3,8.5
2018,UCLA,Mon 11-20,N,Creighton,L,89,100,3-1,-0.1,114.2,106,105.7,48.5,8.3,14,45.6,118.8,57.5,9.5,18.9,52.2
2018,UCLA,Tue 11-21,N,Wisconsin,W,72,70,4-1,0.3,107.4,96.7,102.4,63,27,19.2,26,99.6,52.9,17.1,14.8,42.3
2018,UCLA,Sun 11-26,H,UC Irvine,W,87,63,5-1,0.4,116.6,93.3,114.7,46.9,9.2,31.7,61.5,83.1,42.2,19.8,26.1,21.9
2018,UCLA,Wed 11-29,H,Cal St. Bakersfield,W,75,66,6-1,0.4,101.5,99.8,102.2,47.5,19.1,30.8,47.5,89.9,37.3,15,31.3,29.9
2018,UCLA,Sun 12-03,H,Detroit,W,106,73,7-1,0.5,117.4,100.3,135.9,60.4,10.3,36.1,33.3,93.6,50,15.4,15,21.5
2018,UCLA,Sat 12-09,A,Michigan,L,69,78,7-2,0.3,106.1,84.4,86.6,47.4,25.1,22.6,36.8,97.9,54.7,13.8,15,34.4
2018,UCLA,Sat 12-16,H,Cincinnati,L,63,77,7-3,-0.1,109.8,106.2,92.5,50.9,26.4,28.6,16.1,113.1,53.4,13.2,28.6,39.7
2018,UCLA,Tue 12-19,H,South Dakota,W,85,82,8-3,0.2,107.5,96.9,102.8,51.5,15.7,17.9,37.9,99.2,48.6,18.1,30.2,28.6
2018,UCLA,Sat 12-23,N,Kentucky,W,83,75,9-3,0.8,123.5,94.7,114.7,57.4,19.3,35.5,24.6,103.6,47.1,19.3,38.1,23.5
2018,UCLA,Fri 12-29,H,Washington St.,W,96,82,10-3,0.9,121.5,112.2,131.3,53.8,9.6,34.1,50.8,112.2,59.3,10.9,9.4,30.5
2018,UCLA,Sun 12-31,H,Washington,W,74,53,11-3,1.1,101.9,87.6,108.2,48,21.9,40,58.8,77.5,29.4,17.5,39.2,26.5
2018,UCLA,Thu 1-04,A,Stanford,L,99,107,11-4,0.5,119.6,109.1,108.3,51.9,9.8,20.8,45.5,117.1,57.4,14.2,26.2,43.2
2018,UCLA,Sat 1-06,A,California,W,107,84,12-4,0.7,147.8,118.9,143.6,73.6,16.1,29.6,60,112.7,46.6,13.4,43.8,35.6
2018,UCLA,Thu 1-11,H,Utah,W,83,64,13-4,1,138,98.2,132.4,62.5,12.8,29.6,26.8,102.1,52.9,20.7,26.7,21.2
2018,UCLA,Sat 1-13,H,Colorado,L,59,68,13-5,0.2,91,106.6,89.6,41.1,15.2,34.1,29,103.3,53.9,18.2,19.4,33.3
2018,UCLA,Thu 1-18,A,Oregon St.,L,63,69,13-6,-0.4,107.1,104.5,100.7,44,14.4,28.9,24.1,110.3,42.1,11.2,40.9,34.9
2018,UCLA,Sat 1-20,A,Oregon,L,91,94,13-7,-0.9,124.4,122.8,122.9,62.5,17.6,25.9,61.5,126.9,56,10.8,33.3,34.3
2018,UCLA,Thu 1-25,H,California,W,70,57,14-7,-0.8,101.7,100.5,107,46.9,16.8,29,66.7,87.2,38.7,22.9,43.2,25.8
2018,UCLA,Sat 1-27,H,Stanford,W,89,73,15-7,-0.6,131.2,101.7,125.7,62.3,18.4,26.9,47.2,103.1,52.5,18.4,25.7,19.7
2018,UCLA,Sat 2-03,H,USC,W,82,79,16-7,-0.3,121.1,107.1,117.8,61.4,17.2,22.6,29.8,113.5,49.3,10.1,35.9,18.6
2018,UCLA,Thu 2-08,A,Arizona,W,82,74,17-7,0.4,124.7,93.5,118,60.5,14.4,22.6,14.5,106.5,50,14.4,28.9,15.2
2018,UCLA,Sat 2-10,A,Arizona St.,L,79,88,17-8,0,105.9,102,102.6,51.5,15.6,16.2,18.2,114.3,49.2,9.1,21.6,43.8
2018,UCLA,Thu 2-15,H,Oregon St.,W,75,68,18-8,0.2,109.7,95.2,107,42.6,14.3,40,60.7,97.1,49.1,14.3,15.4,31.6
2018,UCLA,Sun 2-25,A,Colorado,L,76,80,19-10,-0.6,112.7,111.4,106.6,52.3,15.4,26.8,18.5,112.2,53.4,14,21.1,43.1
2018,UCLA,Sat 2-17,H,Oregon,W,86,78,19-8,0.4,115.8,101,114.5,58.3,21.3,28.6,31.7,103.8,49.3,10.6,25,14.9
2018,UCLA,Thu 2-22,A,Utah,L,78,84,19-9,0,125.3,114.2,115.3,52.3,19.2,40,16.7,124.2,62.7,14.8,21.4,30.9
2018,UCLA,Sat 3-03,A,USC,W,83,72,20-10,0.1,123.4,98.2,119.7,61.9,14.4,21.2,23.7,103.8,43.8,7.2,22,29.2
2018,UCLA,Thu 3-08,N,Stanford,W,88,77,21-10,0.4,122.5,99.3,116.3,53.6,9.2,23.7,29,101.7,51.8,18.5,22.9,43.9
